# generated by .xlsx-source/extract.py from enemydata on 2026-04-19
# schema: name|species|element|level|non_elem|fire|water|thunder|ice|dragon|atk_rank|def_rank|hp_rank|heal_rank|crit_rate|speed|slash_dmg|blunt_dmg|pierce_dmg|monster_dmg|poison_hit|burn_hit|paralysis_hit|sleep_hit|blast_hit|bleed_hit|blind_hit|sonic_bomb_rate|status_type_1|status_type_2|status_type_3|monstie_id|exp_rate|materials|break_materials
Rey Dau|RACE_02 (Flying Wyvern)||1|||||||ATTACK_RANK_01|DEFENCE_RANK_01|HP_RANK_01|HEAL_RANK_01|0|13|0|0|0|0|70|70|30|30|100|70|100|30||||INVALID|32|IT_WEAPON_305 (Rey Dau Scale) IT_WEAPON_306 (Rey Dau Thunderhorn) IT_WEAPON_307 (Rey Dau Plate) IT_WEAPON_275 (Monster Bone L)|IT_WEAPON_305 (Rey Dau Scale)
Ajarakan|RACE_03 (Fanged Beast)||32|||||||ATTACK_RANK_08|DEFENCE_RANK_05|HP_RANK_05|HEAL_RANK_01|0|10|0|0|0|0|100|30|30|70|0|30|100|70||||Ajarakan|5.900000095|IT_WEAPON_308 (Ajarakan Scale) IT_WEAPON_309 (Ajarakan Jewel) IT_WEAPON_310 (Ajarakan Ridge) IT_WEAPON_278 (Brute Bone L)|IT_WEAPON_309 (Ajarakan Jewel)
Feral Ajarakan|RACE_03 (Fanged Beast)||1|||||||ATTACK_RANK_02|DEFENCE_RANK_02|HP_RANK_02|HEAL_RANK_01|0|10|0|0|0|0|100|30|30|70|0|30|100|30||||INVALID|24|IT_WEAPON_308 (Ajarakan Scale) IT_WEAPON_309 (Ajarakan Jewel) IT_WEAPON_310 (Ajarakan Ridge) IT_WEAPON_278 (Brute Bone L)|IT_WEAPON_309 (Ajarakan Jewel)
Arkveld|RACE_02 (Flying Wyvern)||68|||||||ATTACK_RANK_08|DEFENCE_RANK_03|HP_RANK_08|HEAL_RANK_01|0|9|0|0|0|0|70|30|70|30|100|30|100|30||||Arkveld|18.20000076|IT_WEAPON_311 (Arkveld Scale) IT_WEAPON_312 (Arkveld Armorplate) IT_WEAPON_313 (Arkveld Horn) IT_WEAPON_248 (Wyvern Stone)|IT_WEAPON_311 (Arkveld Scale)
Arkveld|RACE_02 (Flying Wyvern)||1|||||||ATTACK_RANK_01|DEFENCE_RANK_01|HP_RANK_01|HEAL_RANK_01|0|9|0|0|0|0|70|30|70|0|100|30|100|30||||INVALID|53.29999924|IT_WEAPON_311 (Arkveld Scale) IT_WEAPON_312 (Arkveld Armorplate) IT_WEAPON_313 (Arkveld Horn) IT_WEAPON_248 (Wyvern Stone)|IT_WEAPON_311 (Arkveld Scale)
Aenshin|RACE_13 (Elder Dragon)||1|||||||ATTACK_RANK_01|DEFENCE_RANK_01|HP_RANK_01|HEAL_RANK_01|0|6|0|0|0|0|100|100|0|0|70|100|100|30||||INVALID|0|INVALID INVALID INVALID INVALID|INVALID
Aenshin|RACE_13 (Elder Dragon)||1|||||||ATTACK_RANK_01|DEFENCE_RANK_01|HP_RANK_01|HEAL_RANK_01|0|6|0|0|0|0|100|70|0|0|70|30|100|30||||INVALID|64|INVALID INVALID INVALID INVALID|INVALID
Aenshin|RACE_13 (Elder Dragon)||1|||||||ATTACK_RANK_02|DEFENCE_RANK_02|HP_RANK_02|HEAL_RANK_01|0|6|0|0|0|0|0|0|0|0|0|100|100|30||||INVALID|0|INVALID INVALID INVALID INVALID|INVALID
Aptonoth|RACE_00 (Herbivore)||1|||||||ATTACK_RANK_01|DEFENCE_RANK_02|HP_RANK_03|HEAL_RANK_01|0|8|0|0|0|0|100|100|100|100|100|100|100|100||||INVALID|0.200000003|IT_COOK_001 (Raw Meat) IT_COOK_001 (Raw Meat) IT_TRADE_066 (Quality Meat) IT_COOK_001 (Raw Meat)|INVALID
Kelbi|RACE_00 (Herbivore)||1|||||||ATTACK_RANK_01|DEFENCE_RANK_01|HP_RANK_01|HEAL_RANK_01|0|12|0|0|0|0|100|100|100|100|100|100|100|100||||INVALID|0.6000000238|IT_NORMAL_002 (Kelbi Horn) IT_NORMAL_002 (Kelbi Horn) IT_NORMAL_002 (Kelbi Horn) INVALID|IT_NORMAL_002 (Kelbi Horn)
Velociprey|RACE_01 (Bird Wyvern)||3|||||||ATTACK_RANK_04|DEFENCE_RANK_03|HP_RANK_03|HEAL_RANK_01|0|12|0|0|0|0|100|100|100|100|100|100|100|100||||INVALID|0.3000000119|IT_WEAPON_256 (Velociprey Scale) IT_NORMAL_004 (Wyvern Barbs) IT_WEAPON_256 (Velociprey Scale) IT_NORMAL_003 (Screamer Sac)|IT_NORMAL_004 (Wyvern Barbs)
Velociprey|RACE_01 (Bird Wyvern)||1|||||||ATTACK_RANK_04|DEFENCE_RANK_03|HP_RANK_03|HEAL_RANK_01|0|12|0|0|0|0|0|0|0|0|0|0|0|0||||INVALID|0.5|IT_WEAPON_256 (Velociprey Scale) IT_NORMAL_004 (Wyvern Barbs) IT_WEAPON_256 (Velociprey Scale) IT_NORMAL_003 (Screamer Sac)|IT_NORMAL_004 (Wyvern Barbs)
Cephalos|RACE_06 (Piscine Wyvern)||30|||||||ATTACK_RANK_06|DEFENCE_RANK_03|HP_RANK_05|HEAL_RANK_01|0|9|0|0|0|0|100|70|100|100|70|70|100|100||||INVALID|1.799999952|IT_WEAPON_260 (Cephalos Scale) IT_TRADE_064 (Sharp Fang) IT_WEAPON_260 (Cephalos Scale) IT_WEAPON_273 (Monster Bone S)|IT_WEAPON_260 (Cephalos Scale)
Great Thunderbug|RACE_09 (Neopteran)||18|||||||ATTACK_RANK_07|DEFENCE_RANK_02|HP_RANK_03|HEAL_RANK_01|0|10|0|0|0|0|100|100|0|70|100|100|100|100||||INVALID|1.5|IT_WEAPON_268 (Shocking Extract) IT_TRADE_062 (Monster Fluid) IT_WEAPON_268 (Shocking Extract) INVALID|IT_WEAPON_268 (Shocking Extract)
Remobra|RACE_15 (Snake Wyvern)||30|||||||ATTACK_RANK_05|DEFENCE_RANK_03|HP_RANK_05|HEAL_RANK_01|0|11|0|0|0|0|0|70|100|70|70|70|70|100||||INVALID|1.700000048|IT_WEAPON_262 (Remobra Hide) IT_TRADE_064 (Sharp Fang) IT_WEAPON_262 (Remobra Hide) IT_WEAPON_273 (Monster Bone S)|IT_WEAPON_262 (Remobra Hide)
Ceanataur|RACE_08 (Carapaceon)||27|||||||ATTACK_RANK_07|DEFENCE_RANK_04|HP_RANK_03|HEAL_RANK_01|0|10|0|0|0|0|70|100|100|100|70|30|100|100||||INVALID|1.399999976|IT_WEAPON_220 (Ceanataur Shell) IT_TRADE_065 (Carapaceon Brains) IT_WEAPON_220 (Ceanataur Shell) IT_TRADE_054 (Crab Pearl)|IT_WEAPON_220 (Ceanataur Shell)
Blango|RACE_03 (Fanged Beast)||18|||||||ATTACK_RANK_05|DEFENCE_RANK_03|HP_RANK_06|HEAL_RANK_01|0|10|0|0|0|0|100|100|100|100|100|100|100|100||||INVALID|1.700000048|IT_WEAPON_221 (Blango Pelt) IT_TRADE_061 (Sharp Claw) IT_WEAPON_221 (Blango Pelt) IT_WEAPON_276 (Brute Bone S)|IT_WEAPON_221 (Blango Pelt)
Blue Bnahabra|RACE_09 (Neopteran)||45|||||||ATTACK_RANK_03|DEFENCE_RANK_03|HP_RANK_03|HEAL_RANK_01|0|10|0|0|0|0|100|100|30|100|100|100|100|100||||INVALID|2.700000048|IT_WEAPON_250 (Bnahabra Shell) IT_TRADE_062 (Monster Fluid) IT_WEAPON_250 (Bnahabra Shell) IT_TRADE_056 (Drone Substance)|IT_WEAPON_250 (Bnahabra Shell)
Red Bnahabra|RACE_09 (Neopteran)||3|||||||ATTACK_RANK_03|DEFENCE_RANK_03|HP_RANK_03|HEAL_RANK_01|0|10|0|0|0|0|100|100|30|100|100|100|100|100||||INVALID|0.3000000119|IT_WEAPON_250 (Bnahabra Shell) IT_TRADE_062 (Monster Fluid) IT_WEAPON_250 (Bnahabra Shell) IT_TRADE_056 (Drone Substance)|IT_WEAPON_250 (Bnahabra Shell)
Brown Bnahabra|RACE_09 (Neopteran)||30|||||||ATTACK_RANK_03|DEFENCE_RANK_03|HP_RANK_03|HEAL_RANK_01|0|10|0|0|0|0|100|100|30|100|100|100|100|100||||INVALID|1.5|IT_WEAPON_250 (Bnahabra Shell) IT_TRADE_062 (Monster Fluid) IT_WEAPON_250 (Bnahabra Shell) IT_TRADE_056 (Drone Substance)|IT_WEAPON_250 (Bnahabra Shell)
Green Bnahabra|RACE_09 (Neopteran)||18|||||||ATTACK_RANK_05|DEFENCE_RANK_02|HP_RANK_03|HEAL_RANK_01|0|10|0|0|0|0|100|100|30|100|100|100|100|100||||INVALID|1.399999976|IT_WEAPON_250 (Bnahabra Shell) IT_TRADE_062 (Monster Fluid) IT_WEAPON_250 (Bnahabra Shell) IT_TRADE_056 (Drone Substance)|IT_WEAPON_250 (Bnahabra Shell)
Ludroth|RACE_07 (Leviathan)||10|||||||ATTACK_RANK_06|DEFENCE_RANK_03|HP_RANK_04|HEAL_RANK_01|0|10|0|0|0|0|100|100|100|70|100|70|70|100||||INVALID|1.100000024|IT_WEAPON_258 (Ludroth Pelt) IT_TRADE_061 (Sharp Claw) IT_WEAPON_258 (Ludroth Pelt) IT_WEAPON_273 (Monster Bone S)|IT_WEAPON_258 (Ludroth Pelt)
Green Slagtoth|RACE_00 (Herbivore)||18|||||||ATTACK_RANK_03|DEFENCE_RANK_04|HP_RANK_05|HEAL_RANK_01|0|8|0|0|0|0|100|70|70|100|70|70|100|100||||INVALID|1.100000024|IT_WEAPON_254 (Slagtoth Hide) IT_TRADE_063 (Slagtoth Oil) IT_WEAPON_254 (Slagtoth Hide) IT_COOK_001 (Raw Meat)|IT_WEAPON_254 (Slagtoth Hide)
Brown Slagtoth|RACE_00 (Herbivore)||27|||||||ATTACK_RANK_04|DEFENCE_RANK_04|HP_RANK_05|HEAL_RANK_01|0|8|0|0|0|0|100|30|70|100|30|70|100|100||||INVALID|1.200000048|IT_WEAPON_254 (Slagtoth Hide) IT_TRADE_063 (Slagtoth Oil) IT_WEAPON_254 (Slagtoth Hide) IT_COOK_001 (Raw Meat)|IT_WEAPON_254 (Slagtoth Hide)
Gargwa|RACE_01 (Bird Wyvern)||18|||||||ATTACK_RANK_02|DEFENCE_RANK_03|HP_RANK_04|HEAL_RANK_01|0|12|0|0|0|0|100|100|100|70|70|70|100|100||||INVALID|0.8999999762|IT_WEAPON_266 (Gargwa Feather) IT_TRADE_059 (Gargwa Egg) IT_COOK_001 (Raw Meat) IT_TRADE_058 (Gargwa Guano)|IT_WEAPON_266 (Gargwa Feather)
Izuchi|RACE_01 (Bird Wyvern)||18|||||||ATTACK_RANK_08|DEFENCE_RANK_01|HP_RANK_07|HEAL_RANK_01|0|11|0|0|0|0|100|70|100|100|70|30|100|100||||INVALID|1.200000048|IT_WEAPON_225 (Izuchi Pelt) IT_NORMAL_004 (Wyvern Barbs) IT_WEAPON_225 (Izuchi Pelt) IT_WEAPON_273 (Monster Bone S)|IT_NORMAL_004 (Wyvern Barbs)
Rachnoid|RACE_10 (Temnoceran)||30|||||||ATTACK_RANK_03|DEFENCE_RANK_02|HP_RANK_04|HEAL_RANK_01|0|12|0|0|0|0|30|30|70|70|30|70|100|100||||INVALID|1.5|IT_WEAPON_228 (Rachnoid Silk) IT_TRADE_062 (Monster Fluid) IT_WEAPON_228 (Rachnoid Silk) IT_TRADE_056 (Drone Substance)|IT_WEAPON_228 (Rachnoid Silk)
Barrel Felyne|RACE_11 (Lynian)||1|||||||ATTACK_RANK_01|DEFENCE_RANK_08|HP_RANK_08|HEAL_RANK_01|0|13|-99|-99|-99|-99|0|0|0|0|0|0|0|0||||INVALID|10|IT_WEAPON_264 (Pawprint Stamp) IT_TRADE_067 (Round Acorn) IT_WEAPON_264 (Pawprint Stamp) INVALID|IT_WEAPON_264 (Pawprint Stamp)
Great Barrel Felyne|RACE_11 (Lynian)||1|||||||ATTACK_RANK_01|DEFENCE_RANK_09|HP_RANK_09|HEAL_RANK_01|0|13|-99|-99|-99|-99|0|0|0|0|0|0|0|0||||INVALID|30|IT_WEAPON_264 (Pawprint Stamp) IT_TRADE_067 (Round Acorn) IT_WEAPON_264 (Pawprint Stamp) INVALID|IT_WEAPON_264 (Pawprint Stamp)
Great Dracophage Bug|RACE_09 (Neopteran)||45|||||||ATTACK_RANK_07|DEFENCE_RANK_02|HP_RANK_07|HEAL_RANK_01|0|10|0|0|0|0|100|100|70|70|100|100|100|100||||INVALID|2|IT_WEAPON_270 (Dragonbug Juice) IT_TRADE_062 (Monster Fluid) IT_WEAPON_270 (Dragonbug Juice) IT_TRADE_056 (Drone Substance)|IT_WEAPON_270 (Dragonbug Juice)
Invasive Khezu|RACE_02 (Flying Wyvern)||1|||||||ATTACK_RANK_04|DEFENCE_RANK_04|HP_RANK_04|HEAL_RANK_01|0|9|0|0|0|0|0|0|100|0|0|0|0|30||||INVALID|0|INVALID INVALID INVALID INVALID|INVALID
Invasive Khezu|RACE_02 (Flying Wyvern)||1|||||||ATTACK_RANK_05|DEFENCE_RANK_05|HP_RANK_05|HEAL_RANK_01|0|9|0|0|0|0|0|0|100|0|0|0|0|30||||INVALID|105|IT_WEAPON_013 (Flabby Hide) IT_WEAPON_014 (Khezu Webbing) IT_WEAPON_015 (Pale Bone) IT_INVASION_002 (Invasive Claw)|IT_WEAPON_013 (Flabby Hide)
Invasive Diablos|RACE_02 (Flying Wyvern)||1|||||||ATTACK_RANK_05|DEFENCE_RANK_05|HP_RANK_05|HEAL_RANK_01|0|12|0|0|0|0|0|0|0|0|0|0|0|0||||INVALID|0|INVALID INVALID INVALID INVALID|INVALID
Invasive Diablos|RACE_02 (Flying Wyvern)||1|||||||ATTACK_RANK_03|DEFENCE_RANK_03|HP_RANK_03|HEAL_RANK_01|0|12|0|0|0|0|70|30|70|30|70|30|100|30||||INVALID|105|IT_WEAPON_025 (Diablos Shell) IT_WEAPON_026 (Diablos Tail) IT_WEAPON_027 (Twisted Horn) IT_INVASION_002 (Invasive Claw)|IT_WEAPON_025 (Diablos Shell)
Invasive Plesioth|RACE_06 (Piscine Wyvern)||1|||||||ATTACK_RANK_10|DEFENCE_RANK_07|HP_RANK_07|HEAL_RANK_01|0|10|0|0|0|0|0|0|0|0|0|0|0|0||||INVALID|0|INVALID INVALID INVALID INVALID|INVALID
Invasive Plesioth|RACE_06 (Piscine Wyvern)||1|||||||ATTACK_RANK_04|DEFENCE_RANK_04|HP_RANK_04|HEAL_RANK_01|0|10|0|0|0|0|0|70|0|0|0|0|0|0||||INVALID|93.5|IT_WEAPON_043 (Plesioth Scale) IT_WEAPON_044 (Plesioth Fang) IT_WEAPON_045 (Plesioth Fin) IT_INVASION_001 (Invasive Hide)|IT_WEAPON_043 (Plesioth Scale)
Invasive Yian Garuga|RACE_01 (Bird Wyvern)||50|||||||ATTACK_RANK_04|DEFENCE_RANK_04|HP_RANK_04|HEAL_RANK_01|0|12|110|75|75|92|0|0|0|0|0|0|0|0||||INVALID|0|INVALID INVALID INVALID INVALID|INVALID
Invasive Yian Garuga|RACE_01 (Bird Wyvern)||40|||||||ATTACK_RANK_04|DEFENCE_RANK_04|HP_RANK_04|HEAL_RANK_01|0|12|110|75|75|92|30|30|70|30|100|30|70|0||||INVALID|85.59999847|IT_WEAPON_052 (Garuga Scale) IT_WEAPON_053 (Garuga Ear) IT_WEAPON_054 (Sharpened Beak) IT_INVASION_001 (Invasive Hide)|IT_WEAPON_052 (Garuga Scale)
Invasive Shogun Ceanataur|RACE_08 (Carapaceon)||1|||||||ATTACK_RANK_04|DEFENCE_RANK_02|HP_RANK_08|HEAL_RANK_01|0|12|0|0|0|0|0|0|0|0|0|0|0|0||||INVALID|0|INVALID INVALID INVALID INVALID|INVALID
Invasive Shogun Ceanataur|RACE_08 (Carapaceon)||1|||||||ATTACK_RANK_02|DEFENCE_RANK_02|HP_RANK_02|HEAL_RANK_01|0|12|0|0|0|0|70|70|30|30|70|30|0|0||||INVALID|105|IT_WEAPON_055 (Shogun Ceanataur Shell) IT_WEAPON_056 (Shogun Ceanataur Leg) IT_WEAPON_057 (Shogun Ceanataur Claw) IT_INVASION_002 (Invasive Claw)|IT_WEAPON_055 (Shogun Ceanataur Shell)
Invasive Arzuros|RACE_03 (Fanged Beast)||1|||||||ATTACK_RANK_03|DEFENCE_RANK_03|HP_RANK_03|HEAL_RANK_01|0|12|0|20|0|0|0|0|0|0|0|0|0|0||||INVALID|0|INVALID INVALID INVALID INVALID|INVALID
Arzuros|RACE_03 (Fanged Beast)||1|||||||ATTACK_RANK_02|DEFENCE_RANK_02|HP_RANK_02|HEAL_RANK_01|0|10|20|10|10|0|100|70|100|100|70|30|100|100||||INVALID|0|INVALID INVALID INVALID INVALID|INVALID
Invasive Arzuros|RACE_03 (Fanged Beast)||1|||||||ATTACK_RANK_03|DEFENCE_RANK_03|HP_RANK_03|HEAL_RANK_01|0|12|0|20|0|0|70|70|70|70|70|70|70|70||||INVALID|93.5|IT_WEAPON_112 (Arzuros Pelt) IT_WEAPON_113 (Arzuros Shell) IT_WEAPON_114 (Arzuros brace) IT_INVASION_001 (Invasive Hide)|IT_WEAPON_112 (Arzuros Pelt)
Arzuros|RACE_03 (Fanged Beast)||25|||||||ATTACK_RANK_01|DEFENCE_RANK_01|HP_RANK_01|HEAL_RANK_01|0|10|20|10|10|0|100|70|100|100|70|30|100|100||||INVALID|0|INVALID INVALID INVALID INVALID|INVALID
Invasive Nerscylla|RACE_10 (Temnoceran)||1|||||||ATTACK_RANK_09|DEFENCE_RANK_05|HP_RANK_08|HEAL_RANK_01|0|11|0|0|0|0|0|0|0|0|0|0|0|0||||INVALID|0|INVALID INVALID INVALID INVALID|INVALID
Invasive Nerscylla|RACE_10 (Temnoceran)||1|||||||ATTACK_RANK_04|DEFENCE_RANK_04|HP_RANK_04|HEAL_RANK_01|0|11|0|0|0|0|0|30|30|0|70|70|70|30||||INVALID|105|IT_WEAPON_118 (Nerscylla Shell) IT_WEAPON_119 (Nerscylla Chelicera) IT_WEAPON_120 (Nerscylla Spike) IT_INVASION_003 (Invasive Scale)|IT_WEAPON_118 (Nerscylla Shell)
Invasive Seregios|RACE_02 (Flying Wyvern)||50|||||||ATTACK_RANK_05|DEFENCE_RANK_02|HP_RANK_10|HEAL_RANK_01|0|12|0|0|0|0|0|0|0|0|0|0|0|0||||INVALID|0|INVALID INVALID INVALID INVALID|INVALID
Invasive Seregios|RACE_02 (Flying Wyvern)||50|||||||ATTACK_RANK_01|DEFENCE_RANK_01|HP_RANK_01|HEAL_RANK_01|0|12|30|50|25|0|30|30|30|30|30|30|30|0||||INVALID|115.3000031|IT_WEAPON_124 (Seregios Sharpscale) IT_WEAPON_125 (Seregios Bladehorn) IT_WEAPON_126 (Seregios Claw) IT_INVASION_003 (Invasive Scale)|IT_WEAPON_124 (Seregios Sharpscale)
Invasive Odogaron|RACE_05 (Fanged Wyvern)||60|||||||ATTACK_RANK_10|DEFENCE_RANK_09|HP_RANK_10|HEAL_RANK_01|0|13|0|0|0|0|0|0|0|0|0|0|0|0||||INVALID|0|INVALID INVALID INVALID INVALID|INVALID
Invasive Odogaron|RACE_05 (Fanged Wyvern)||1|||||||ATTACK_RANK_02|DEFENCE_RANK_02|HP_RANK_02|HEAL_RANK_01|0|13|0|0|0|0|30|30|100|70|70|30|70|30||||INVALID|115.3000031|IT_WEAPON_196 (Odogaron Scale) IT_WEAPON_197 (Odogaron Claw) IT_WEAPON_198 (Odogaron Plate) IT_INVASION_003 (Invasive Scale)|IT_WEAPON_196 (Odogaron Scale)
Exotic Velocidrome|RACE_01 (Bird Wyvern)||1|||||||ATTACK_RANK_10|DEFENCE_RANK_02|HP_RANK_05|HEAL_RANK_01|0|15|0|0|0|0|100|70|70|70|100|100|70|70||||INVALID|5|IT_TRADE_071 (Trade Ticket (Bronze)) IT_TRADE_072 (Trade Ticket (Silver)) IT_TRADE_073 (Trade Ticket (Gold)) INVALID|IT_TRADE_073 (Trade Ticket (Gold))
Exotic Nibelsnarf|RACE_07 (Leviathan)||1|||||||ATTACK_RANK_10|DEFENCE_RANK_05|HP_RANK_09|HEAL_RANK_01|0|11|0|0|0|0|70|100|70|70|70|70|70|70||||INVALID|20|IT_TRADE_071 (Trade Ticket (Bronze)) IT_TRADE_072 (Trade Ticket (Silver)) IT_TRADE_073 (Trade Ticket (Gold)) INVALID|IT_TRADE_073 (Trade Ticket (Gold))
Exotic Seregios|RACE_02 (Flying Wyvern)||1|||||||ATTACK_RANK_10|DEFENCE_RANK_05|HP_RANK_09|HEAL_RANK_01|0|12|0|0|0|0|70|30|30|70|70|70|70|30||||INVALID|9|IT_TRADE_071 (Trade Ticket (Bronze)) IT_TRADE_072 (Trade Ticket (Silver)) IT_TRADE_073 (Trade Ticket (Gold)) INVALID|IT_TRADE_073 (Trade Ticket (Gold))
Exotic Legiana|RACE_02 (Flying Wyvern)||1|||||||ATTACK_RANK_06|DEFENCE_RANK_05|HP_RANK_09|HEAL_RANK_01|0|12|0|0|0|0|70|100|70|30|70|30|30|30||||INVALID|14|IT_TRADE_071 (Trade Ticket (Bronze)) IT_TRADE_072 (Trade Ticket (Silver)) IT_TRADE_073 (Trade Ticket (Gold)) INVALID|IT_TRADE_073 (Trade Ticket (Gold))
Dune|INVALID||32|||||||ATTACK_RANK_10|DEFENCE_RANK_01|HP_RANK_01|HEAL_RANK_01|0|6|0|0|0|0|0|0|0|0|0|0|0|0||||INVALID|0|INVALID INVALID INVALID INVALID|INVALID
Arctic Ridge|INVALID||1|||||||ATTACK_RANK_01|DEFENCE_RANK_01|HP_RANK_01|HEAL_RANK_01|0|6|0|0|0|0|0|0|0|0|0|0|0|0||||INVALID|0|INVALID INVALID INVALID INVALID|INVALID
Mud Pile|INVALID||36|||||||ATTACK_RANK_01|DEFENCE_RANK_01|HP_RANK_02|HEAL_RANK_01|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||INVALID|0|INVALID INVALID INVALID INVALID|INVALID
Mud Pile|INVALID||36|||||||ATTACK_RANK_01|DEFENCE_RANK_01|HP_RANK_02|HEAL_RANK_01|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||INVALID|0|INVALID INVALID INVALID INVALID|INVALID
Blight Crystal|INVALID||1|||||||ATTACK_RANK_05|DEFENCE_RANK_05|HP_RANK_05|HEAL_RANK_01|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||INVALID|0|INVALID INVALID INVALID INVALID|INVALID
Blight Crystal|INVALID||1|||||||ATTACK_RANK_06|DEFENCE_RANK_06|HP_RANK_06|HEAL_RANK_01|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||INVALID|0|INVALID INVALID INVALID INVALID|INVALID
Dust Cloud|INVALID||44|||||||ATTACK_RANK_01|DEFENCE_RANK_01|HP_RANK_01|HEAL_RANK_01|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||INVALID|0|INVALID INVALID INVALID INVALID|INVALID
