# generated by .xlsx-source/extract.py from itemdata on 2026-04-19
# schema: name|item_id|main_category|sub_category|description|max_count|is_high_grade|is_rare|item_rank|is_field_use
Astalos Crest|Astalos Crest|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|Conductive material that can be harvested from an Astalos' head when it is threatened.|999|False|False|IT_RANK_NONE|False
Astalos Plate|Astalos Plate|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|A scale carved from an Astalos. It glows a bright green and is very rare.|999|False|False|IT_RANK_NONE|False
Mizutsune Purplefur|Mizutsune Purplefur|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The purple fur of a Mizutsune. Stiff, but becomes soft as silk when soaked with bubblefoam.|999|False|False|IT_RANK_NONE|False
Mizutsune Fin|Mizutsune Fin|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|A beautiful, brocade-like fin. Males have large fins that turn red to match their moods.|999|False|False|IT_RANK_NONE|False
Mizutsune Plate|Mizutsune Plate|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|A very old scale present since the creature's birth. It can even create a rainbow from light.|999|False|False|IT_RANK_NONE|False
Magnamalo Shell|Magnamalo Shell|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|An armor-like carapace from a Magnamalo. Won't budge to any run-of-the-mill strikes.|999|False|False|IT_RANK_NONE|False
Magnamalo Blade|Magnamalo Blade|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|A claw that has grown into a blade shape on a Magnamalo's forearm. Already very sharp.|999|False|False|IT_RANK_NONE|False
Magnamalo Plate|Magnamalo Scale|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|A rare Magnamalo scale. Glows with a deep-purple, all-consuming menace.|999|False|False|IT_RANK_NONE|False
Bishaten Feather|Bishaten Feather|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|These feathers let Bishaten go wild, providing stability while on their hind legs.|999|False|False|IT_RANK_NONE|False
Bishaten Tailcase|Bisha Tailcase|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|A tail carapace that is super hard. Can be swung around like a ball on a chain.|999|False|False|IT_RANK_NONE|False
Bishaten Horn|Bishaten Horn|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|A Bishaten horn resembling a monk's hat. Wearing it makes you smarter, supposedly.|999|False|False|IT_RANK_NONE|False
Orangaten Feather|Orangaten Feather|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|A feather from the arm wing of a Blood Orange Bishaten. These are often used in decorations for the brilliant scarlet color.|999|False|False|IT_RANK_NONE|False
Orangaten Tailcase|Orangaten Tailcase|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The tail shell of a Blood Orange Bishaten. It is popular among smithies for its durability and elasticity.|999|False|False|IT_RANK_NONE|False
Orangaten Horn|Orangaten Horn|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The pointy horn of a Blood Orange Bishaten. Impressive horns are found on smarter and more cunning monsters.|999|False|False|IT_RANK_NONE|False
Aknosom Scale|Aknosom Scale|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|An Aknosom scale that glows with a stunning ivory light. A popular material.|999|False|False|IT_RANK_NONE|False
Aknosom Feather|Aknosom Feather|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|A feathered Aknosom scale treasured for its use in umbrellas. Sturdy yet light.|999|False|False|IT_RANK_NONE|False
Aknosom Crest|Aknosom Crest|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|An Aknosom comb. The eyeball motif on the forehead shows up in many a ghost story.|999|False|False|IT_RANK_NONE|False
Tetranadon Carapace|Tetra Carapace|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|This shell's mossy surface acts as a cushion, making it sturdier than it looks.|999|False|False|IT_RANK_NONE|False
Tetranadon Beak|Tetranadon Beak|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|You can store up water in this Tetranadon beak. Great for gear that uses water.|999|False|False|IT_RANK_NONE|False
Tetranadon Disc|Tetranadon Disc|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|A disc-shaped bone that protects a Tetranadon's moisturizing organ from foes.|999|False|False|IT_RANK_NONE|False
Somnacanth Shell|Somnacanth Shell|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|A spiked Somnacanth carapace built for protection and cutting through water.|999|False|False|IT_RANK_NONE|False
Somnacanth Scale|Somnacanth Scale|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|A Somnacanth scale that glistens a brilliant yellow due to its watery coating.|999|False|False|IT_RANK_NONE|False
Somnacanth Fin|Somnacanth Fin|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|A Somnacanth head-fin. As beautiful as the midnight sea. Careful with the barbs!|999|False|False|IT_RANK_NONE|False
Aurora Somnacanth Shell|Auroracanth Shell|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The shell of an Aurora Somnacanth. Highly valued for its cold resistance by those in wintery climates.|999|False|False|IT_RANK_NONE|False
Aurora Somnacanth Scale|Auroracanth Scale|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The scale of an Aurora Somnacanth. It has the grey color of a forbidding blizzard and is just as cold.|999|False|False|IT_RANK_NONE|False
Aurora Somnacanth Claw|Auroracanth  Claw|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The claw of an Aurora Somnacanth. Deadly sharp and strong enough to pulverize blocks of solid ice.|999|False|False|IT_RANK_NONE|False
Rakna-Kadaki Claw|Rakna-Kadaki Claw|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The claw of a Rakna-Kadaki. These durable claws are used to finish off ensnared prey.|999|False|False|IT_RANK_NONE|False
Rakna-Kadaki Silk|Rakna-Kadaki Silk|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The silk of a Rakna-Kadaki. Fabric woven from this flexible thread is resilient and comfortable.|999|False|False|IT_RANK_NONE|False
Rakna-Kadaki Spike|Rakna-Kadaki Spike|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The spike of a Rakna-Kadaki. Pure white silk envelops this spike like the cloth of a fine gown.|999|False|False|IT_RANK_NONE|False
Almudron Scale|Almudron Scale|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|An Almudron scale with exceptional water resistance.|999|False|False|IT_RANK_NONE|False
Almudron Whisker|Almudron Fin|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The red whisker of an Almudron. It detects vibrations to pinpoint targets with amazing accuracy.|999|False|False|IT_RANK_NONE|False
Almudron Plate|Almudron Plate|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The rarely seen plate of an Almudron.|999|False|False|IT_RANK_NONE|False
Wind Serpent Ibushi Hide|Ibushi Hide|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The skin of a Wind Serpent Ibushi. Flexible, strong, and colored a beautiful sky blue.|999|False|False|IT_RANK_NONE|False
Wind Serpent Ibushi Horn|Ibushi Horn|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The horn of a Wind Serpent Ibushi. Processing these huge, sturdy horns requires precise techniques.|999|False|False|IT_RANK_NONE|False
Ibushi Windsac|Ibushi Windsac|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|An organ that stores and emits air. Inflates to float on self-created drafts.|999|False|False|IT_RANK_NONE|False
Goss Harag Fur|Goss Harag Fur|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The fur of a Goss Harag. It is used to make cold-weather gear due to its insulating properties.|999|False|False|IT_RANK_NONE|False
Goss Harag Claw|Goss Harag Claw|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The claw of a Goss Harag. They grow not only from its toes, but also all over its feet!|999|False|False|IT_RANK_NONE|False
Block of Ice|Block of Ice|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The Goss Harag melts snow on its body, forming this ice clump on its legs at will.|999|False|False|IT_RANK_NONE|False
Great Izuchi Pelt|Great Izuchi Pelt|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|Hair that grows on a Great Izuchi's neck and head. Fades from white to orange.|999|False|False|IT_RANK_NONE|False
Great Izuchi Hide|Great Izuchi Hide|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The hide of a Great Izuchi. As befits the pack leader, it is more colorful than normal Izuchi hide.|999|False|False|IT_RANK_NONE|False
Great Izuchi Tail|Great Izuchi Tail|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|A crescent-bladed tail. A flick of the herd leader's tail brings its prey down.|999|False|False|IT_RANK_NONE|False
T. Serpent Narwa Hide|Narwa Hide|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The skin of a Thunder Serpent Narwa. It has insulating properties that protect the monster from its own thunder.|999|False|False|IT_RANK_NONE|False
T. Serpent Narwa Horn|Narwa Horn|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The horn of a Thunder Serpent Narwa. It remains electrically charged after being harvested, so it must not be handled with bare hands.|999|False|False|IT_RANK_NONE|False
Narwa Sparksac|Narwa Sparksac|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|This lightning-emitting organ creates a magnetic field to enable floating.|999|False|False|IT_RANK_NONE|False
Anjanath Scale|Anjanath Scale|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|A pink scale from an Anjanath. Frighteningly tough, with a fiery affinity to boot.|999|False|False|IT_RANK_NONE|False
Anjanath Nosebone|Anjanath Nosebone|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|An unusual material that takes a great deal of skill and experience to craft with.|999|False|False|IT_RANK_NONE|False
Anjanath Fang|Anjanath Fang|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|A fang that was undoubtedly sunk into many an unfortunate foe. A very valuable weapon crafting material.|999|False|False|IT_RANK_NONE|False
Fulgur Anjanath Scale|F. Anjanath Scale|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|A sturdy scale which once repelled the attacks of monsters and Hunters alike. Desired both for armor and weapons.|999|False|False|IT_RANK_NONE|False
Fulgur Anjanath Pelt|F. Anjanath Pelt|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The characteristic striped pelt of a Fulgur Anjanath. The fur fluffs up when electrified.|999|False|False|IT_RANK_NONE|False
Fulgur Anjanath Fang|F. Anjanath Fang|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The powerful fangs of Fulgur Anjanath are rendered even more deadly by the thunderous power they are imbued with.|999|False|False|IT_RANK_NONE|False
Pukei-Pukei Scale|Pukei-Pukei Scale|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The green hue of Pukei-Pukei scales allows the monster to blend into its forest habitat.|999|False|False|IT_RANK_NONE|False
Pukei-Pukei Sac|Pukei-Pukei Sac|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The crop in which Pukei-Pukei store their food and venom. Weapons made from it retain its poisonous qualities.|999|False|False|IT_RANK_NONE|False
Pukei-Pukei Tail|Pukei-Pukei Tail|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|A garishly colored Pukei-Pukei tail, prized by smithies for its elastic properties.|999|False|False|IT_RANK_NONE|False
Kulu-Ya-Ku Hide|Kulu-Ya-Ku Hide|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The coloring of this hide allows Kulu-Ya-Ku to camouflage themselves in both forest and desert environments.|999|False|False|IT_RANK_NONE|False
Kulu-Ya-Ku Beak|Kulu-Ya-Ku Beak|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|A hard beak perfect for crushing eggs, which are the staple of a Kulu-Ya-Ku's diet. Also used for digging up rocks.|999|False|False|IT_RANK_NONE|False
Kulu-Ya-Ku Plume|Kulu-Ya-Ku Plume|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|A plume from the forelegs of a Kulu-Ya-Ku. Its bright colors make it a desirable material for decorations.|999|False|False|IT_RANK_NONE|False
Tobi-Kadachi Pelt|Tobi-Kadachi Pelt|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|Crackles with electric sparks when touched. Highly thunder-resistant, used to craft gear.|999|False|False|IT_RANK_NONE|False
Tobi-Kadachi Claw|Tobi-Kadachi Claw|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The treetop-dwelling Tobi-Kadachi has sharp, hooked claws that are perfect for climbing.|999|False|False|IT_RANK_NONE|False
Tobi-Kadachi Electrode|Tobi-Kadachi Electrode|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|Tobi-Kadachi fur hides countless electrodes, which the beast uses to discharge pale-blue bolts of electricity.|999|False|False|IT_RANK_NONE|False
Paolumu Pelt|Paolumu Pelt|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The soft pelt of a Paolumu. Very popular thanks to its brilliant white color.|999|False|False|IT_RANK_NONE|False
Paolumu Webbing|Paolumu Webbing|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The webbing from a Paolumu's wing. Very thin and light. Often used to make armor.|999|False|False|IT_RANK_NONE|False
Paolumu Shell|Paolumu Shell|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|Valued in armor-making for its rubber-like elasticity without compromising on strength.|999|False|False|IT_RANK_NONE|False
Legiana Claw|Legiana Claw|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|A sharp, black claw imbued with icy power. Feels incredibly cold to the touch.|999|False|False|IT_RANK_NONE|False
Legiana Webbing|Legiana Webbing|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|A piece of webbing cut from a Legiana wing. Its large size means it can be used for many things.|999|False|False|IT_RANK_NONE|False
Legiana Plate|Legiana Plate|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|A valuable find, used to fortify gear. Said to be quite hard to come by.|999|False|False|IT_RANK_NONE|False
Odogaron Scale|Odogaron Scale|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The scale of an Odogaron. Functioning as a supple armor that covers the entire monster, these scales are flexible and easy to process.|999|False|False|IT_RANK_NONE|False
Odogaron Claw|Odogaron Claw|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The claw of an Odogaron. Viciously sharp and uniquely shaped.|999|False|False|IT_RANK_NONE|False
Odogaron Plate|Odogaron Plate|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The plate of an Odogaron. The deep red color almost looks like blood from a recent kill.|999|False|False|IT_RANK_NONE|False
Ebony Odogaron Scale|Ebony Odogaron Scale|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The scale of an Ebony Odogaron. Its jet-black sheen takes on an elegant luster when polished.|999|False|False|IT_RANK_NONE|False
Ebony Odogaron Claw|Ebony Odogaron Claw|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The claw of an Ebony Odogaron. Such a fierce talon has surely gouged and killed several times over.|999|False|False|IT_RANK_NONE|False
Ebony Odogaron Tail|Ebony Odogaron Sinew|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The tail of an Ebony Odogaron. This blue, metallic tail is both beautiful and dreadfully powerful.|999|False|False|IT_RANK_NONE|False
Velkhana Shell|Velkhana Shell|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|In addition to their practical uses, these jewel-like Velkhana shells are also collected for their beauty.|999|False|False|IT_RANK_NONE|False
Velkhana Wing|Velkhana Wing|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|This frosty Velkhana wing never seems to warm up, no matter how hard one tries to heat it.|999|False|False|IT_RANK_NONE|False
Velkhana Claw|Velkhana Claw|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|An icy claw of a Velkhana. Touching it even for a moment will chill you to the bone.|999|False|False|IT_RANK_NONE|False
Namielle Hide|Namielle Hide|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The damp skin of a Namielle. Armor made from this skin swathes the body in an otherworldly softness.|999|False|False|IT_RANK_NONE|False
Namielle Webbing|Namielle Webbing|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|Webbing from a Namielle wing large enough to blot out the sky. It gives those who see it the horrifying sensation of being swallowed whole by the void.|999|False|False|IT_RANK_NONE|False
Namielle Tail|Namielle Tail|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The tail of a Namielle that has been separated from the connected wings. Long and flexible, it adheres to objects as if it were coiling around them.|999|False|False|IT_RANK_NONE|False
Malzeno Shell|Malzeno Shell|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The shell of a Malzeno. This lustrous shell cannot be dented by ordinary blows.|999|False|False|IT_RANK_NONE|False
Malzeno Webbing|Malzeno Wing|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The webbing of a Malzeno. Weapons made from this pliant material boast a curious elegance.|999|False|False|IT_RANK_NONE|False
Malzeno Fang|Malzeno Fang|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The sharp, glossy fang of a Malzeno. While beautiful, it has spilled the blood of countless victims.|999|False|False|IT_RANK_NONE|False
Lunagaron Scale|Lunagaron Scale|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The scale of a Lunagaron. It shines like ice and is slightly cold to the touch.|999|False|False|IT_RANK_NONE|False
Lunagaron Terraclaw|Luna Vermillion Claw|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The shining scarlet claw of a Lunagaron. Thin, sharp, and easy to process, it is perfect for forging weapons.|999|False|False|IT_RANK_NONE|False
Frozen Wolf Fang|Frostborn Fang|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The fearsome fang of a Lunagaron. Innumerable prey have succumbed to these sharp and fearsome fangs.|999|False|False|IT_RANK_NONE|False
Garangolm Scale|Garangolm Scale|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The moss-covered scale of a Garangolm. This thick scale gives off the scent of a verdant forest.|999|False|False|IT_RANK_NONE|False
Garangolm Fang|Garangolm Fang|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The fang of a Garangolm. Some claim it is too durable for normal tools to process.|999|False|False|IT_RANK_NONE|False
Garangolm Ploughtail|Garangolm Fist|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The pronged tail of a Garangolm. Highly valued as a material for weapons and farming implements.|999|False|False|IT_RANK_NONE|False
Espinas Shell|Espinas Shell|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The shell that covers an Espinas. Trying to work this extremely hard shell brings crafters to tears.|999|False|False|IT_RANK_NONE|False
Espinas Spike|Espinas Spike|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|One of the red spikes that studs an Espinas' body. It harbors a dangerous poison that causes bleeding, so it must be handled with care.|999|False|False|IT_RANK_NONE|False
Espinas Horn|Espinas Horn|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The characteristic horn of an Espinas. It is just as powerful and lethally toxic as it appears.|999|False|False|IT_RANK_NONE|False
Chatacabra Scale|Chatacabra Scale|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|A jagged scale from a Chatacabra's hide, especially tough and well suited for use in crafting armor.|999|False|False|IT_RANK_NONE|False
Chatacabra Hide|Chatacabra Hide|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The skin of a Chatacabra. It offers the perfect amount of stretch for a monster with such a prodigious appetite, making the material easy to work with.|999|False|False|IT_RANK_NONE|False
Chatacabra Shell|Chatacabra Shell|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|Plating that covers a Chatacabra's forelimbs. A lifetime of licking has left it both smooth and sturdy.|999|False|False|IT_RANK_NONE|False
Rey Dau Scale|Rey Dau Scale|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|A Rey Dau scale. Its unique shape allows electricity from its organs to pass through.|999|False|False|IT_RANK_NONE|False
Rey Dau Thunderhorn|Rey Dau Thunderhorn|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|An electrically charged Rey Dau horn. The thick, flexible muscle at its base lets it move freely.|999|False|False|IT_RANK_NONE|False
Rey Dau Plate|Rey Dau Plate|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|A Rey Dau plate. The backward-facing scale accumulates a massive amount of energy.|999|False|False|IT_RANK_NONE|False
Ajarakan Scale|Ajarakan Scale|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The scale of an Ajarakan. It is so durable that even scraping it on bedrock won't damage it.|999|False|False|IT_RANK_NONE|False
Ajarakan Jewel|Ajarakan Jewel|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|A rare jewel that developed in an Ajarakan's body. Said to wield enough force to explode bedrock.|999|False|False|IT_RANK_NONE|False
Ajarakan Marrow|Ajarakan Ridge|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|Bone marrow from an Ajarakan. Almost too hot to handle.|999|False|False|IT_RANK_NONE|False
Arkveld Scale|Arkveld Scale|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The scale of an Arkveld. Despite the scale's density and hardness, its tip is quite brittle.|999|False|False|IT_RANK_NONE|False
Arkveld Armorplate|Arkveld Armorplate|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The shell of an Arkveld. On the monster, these shells overlap to form an armored carapace.|999|False|False|IT_RANK_NONE|False
Arkveld Horn|Arkveld Horn|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The horn of an Arkveld. Simply standing before one of these massive, curved horns is intimidating.|999|False|False|IT_RANK_NONE|False
Small Ceanataur Shell|Ceanataur Shell|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The massive exoskeleton of a Ceanataur. Surprisingly light and easy to use in crafting.|999|False|False|IT_RANK_NONE|False
Blango Pelt|Blango Pelt|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The snow-white pelt of a Blango. It protects the body against the mountain cold.|999|False|False|IT_RANK_NONE|False
Izuchi Pelt|Izuchi Pelt|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|Izuchi fur. Very versatile—you can't go five steps without seeing it somewhere.|999|False|False|IT_RANK_NONE|False
Rachnoid Silk|Rachnoid Silk|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|Silk shot by Rachnoid. Its high tensile strength makes it stronger than it looks.|999|False|False|IT_RANK_NONE|False
Wyvern Stone|Wyvern Stone|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|Throughout a wyvern's life, built-up impurities crystallize and form this stone. No similar material is found naturally.|999|False|False|IT_RANK_NONE|False
Bnahabra Shell|Bnahabra Shell|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|A Bnahabra carapace. Can be made stronger than a Flying Wyvern carapace.|999|False|False|IT_RANK_NONE|False
Slagtoth Hide|Slagtoth Hide|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The hide of a Slagtoth. This thick, flexible skin can block otherwise fatal blows.|999|False|False|IT_RANK_NONE|False
Velociprey Scale|Velociprey Scale|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The black and blue scale of a Velociprey. Use the part which suits your needs.|999|False|False|IT_RANK_NONE|False
Ludroth Pelt|Ludroth Pelt|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The skin of a Ludroth. Highly prized for its waterproof properties.|999|False|False|IT_RANK_NONE|False
Cephalos Scale|Cephalos Scale|IT_MC_MATERIAL|IT_SC_MATERIAL_WEAPON IT_SC_NONE IT_SC_NONE|The scale of a Cephalos. An ingredient in the finest moisturizer available.|999|False|False|IT_RANK_NONE|False
